full_name,a,e,g,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,h,diameter,extent,albedo,rot_per,gm,bv,ub,ir,spec_b,spec_t,neo,pha,moid
  7981 (1978 VL10),2.88655941,0.108203974,,1.969026603,161.2373877,243.6702954,2.574222211,3.198896608,4.904321731,23926.0,0.0,1859.0,13.6,5.665,,0.219,,,,,,,,N,N,1.58354
  7982 (1979 MX5),2.280179786,0.100568386,,2.462167987,164.9279376,38.72155193,2.050865785,2.509493787,3.443196745,14504.0,0.0,1723.0,14.7,3.027,,0.305,,,,,,,,N,N,1.04817
  7983 Festin (1980 FY),2.161037256,0.038553532,,1.896716333,320.8386686,277.150271,2.077721636,2.244352876,3.176885654,25120.0,0.0,1904.0,14.2,,,,5.562,,,,,,,N,N,1.06602
  7984 Marius (1980 SM),2.633245217,0.198936118,,9.042845275,340.2455852,28.75072872,2.109397635,3.157092798,4.27312068,14001.0,0.0,1641.0,13.5,10.014,,0.065,3.534,,,,,,,N,N,1.11186
  7985 Nedelcu (1981 EK10),2.331725082,0.145611048,,3.038974759,309.3940611,158.8088392,1.99220015,2.671250013,3.560608454,13817.0,0.0,1311.0,14.9,,,,,,,,,,,N,N,1.00952
  7986 Romania (1981 EG15),2.113600296,0.126319742,,1.995776675,253.6902389,19.1245767,1.846610851,2.380589741,3.072858017,13667.0,0.0,849.0,15.6,,,,,,,,,,,N,N,0.829986
  7987 Walshkevin (1981 EV22),2.775334116,0.20445831,,3.300748001,168.5020166,220.9596202,2.207893992,3.34277424,4.623609142,13968.0,0.0,1282.0,13.8,,,,,,,,,,,N,N,1.21356
  7988 Pucacco (1981 EX30),2.36019696,0.216274568,,2.937766115,150.2390132,224.7597829,1.849746383,2.870647537,3.626023148,15556.0,0.0,1104.0,15.1,,,,,,,,,,,N,N,0.851223
  7989 Pernadavide (1981 EW41),2.38686272,0.19564493,,1.573709379,153.4457017,153.9228379,1.919885131,2.85384031,3.687647194,14089.0,0.0,967.0,15.3,,,,,,,,,,,N,N,0.904419
  7990 (1981 SN1),3.052340276,0.313783272,,2.342883829,144.930593,231.1082405,2.094566956,4.010113596,5.332828573,25271.0,0.0,1167.0,13.8,8.671,,0.123,,,,,,,,N,N,1.09615
  7991 Kaguyahime (1981 UT7),3.147625661,0.18973497,,1.741033119,136.9033337,206.6340807,2.550411001,3.744840322,5.584481007,24074.0,0.0,2176.0,12.6,13.566,,0.096,,,,,,,,N,N,1.54191
  7992 Yozan (1981 WC),3.082875471,0.327474146,,9.62660096,63.45919169,310.8481,2.073313459,4.092437483,5.413051708,13838.0,0.0,1199.0,12.7,15.614,,0.066,,,,,,,,N,N,1.08918
  7993 Johnbridges (1982 UD2),2.923660178,0.134738845,,2.594386637,42.58878556,329.2199754,2.529729584,3.317590772,4.999177314,13355.0,0.0,2294.0,12.5,8.461,,0.225,,,,,,,,N,N,1.52948
  7994 Bethellen (1983 CQ2),3.057100534,0.108115405,,0.044738441,234.3447559,280.4462856,2.726580871,3.387620198,5.345308604,24807.0,0.0,2313.0,12.8,17.42,,0.056,,,,,,,,N,N,1.73701
  7995 Khvorostovsky (1983 PX),2.791858733,0.270746676,,8.832945349,198.6547706,112.8271815,2.035972262,3.547745204,4.664964695,16268.0,0.0,1263.0,13.4,7.537,,0.124,,,,,,,,N,N,1.04105
  7996 Vedernikov (1983 RX3),2.873361071,0.315553064,,14.17116967,170.1265859,137.4995379,1.966663181,3.780058961,4.870723851,15379.0,0.0,1577.0,12.9,8.678,,0.195,5.828,,,,,,,N,N,0.976719
  7997 (1985 CN1),2.299508508,0.099384388,,3.170236223,12.90191419,143.8755628,2.070973263,2.528043753,3.487070545,14970.0,0.0,1572.0,14.1,3.661,,0.331,,,,,,,,N,N,1.08156
  7998 Gonczi (1985 JK),2.347765284,0.118336051,,5.579934409,108.5364899,136.8588184,2.069940012,2.625590556,3.597412314,12291.0,0.0,2086.0,14.2,,,,6.5,,,,,,,N,N,1.06009
  7999 Nesvorny (1986 RA3),3.050951808,0.087365674,,11.68696385,281.7115513,165.2068074,2.784403346,3.317500271,5.32919024,15391.0,0.0,1722.0,12.3,24.33,,0.038,,,,,,,,N,N,1.8026
  8000 Isaac Newton (1986 RL5),3.066251144,0.080697551,,9.736902924,10.18704138,303.4077194,2.818812185,3.313690103,5.369326174,13890.0,0.0,2504.0,12.4,10.552,,0.209,,,,,,,,N,N,1.81963
  8001 Ramsden (1986 TR3),3.137796089,0.163929511,,0.678126509,8.421206349,290.6978103,2.623418712,3.652173467,5.558342171,18267.0,0.0,1896.0,13.2,13.397,,0.062,,,,,,,,N,N,1.60708
  8002 (1986 XF5),2.408120739,0.178004101,,1.869482391,183.664546,195.7482783,1.979465371,2.836776106,3.737021436,13502.0,0.0,1244.0,14.7,,,,,,,,,,,N,N,0.981007
  8003 Kelvin (1987 RJ),2.222473773,0.120421793,,2.844223273,73.90282028,287.6421507,1.954839496,2.49010805,3.313318377,23072.0,0.0,2230.0,13.7,4.751,,0.26,,,,,,,,N,N,0.953276
  8004 (1987 RX),3.173028362,0.248468395,,1.904766354,148.3110425,174.3388097,2.384631097,3.961425627,5.652220987,13293.0,0.0,1355.0,13.5,8.648,,0.158,,,,,,,,N,N,1.37138
  8005 Albinadubois (1988 MJ),2.551166398,0.149779266,,6.797647433,140.3893002,166.9139355,2.169054567,2.933278229,4.074894613,11746.0,0.0,2095.0,13.2,,,,,,,,,,,N,N,1.15418
  8006 Tacchini (1988 QU),2.65940102,0.031867487,,15.24879585,149.1283536,144.9522764,2.574652592,2.744149448,4.336945342,25586.0,0.0,1619.0,13.1,6.465,,0.292,,,,,,,,N,N,1.56867
  8007 (1988 RU6),2.63343742,0.144988778,,1.82888483,198.3146392,25.10708784,2.251618547,3.015256292,4.273588537,25002.0,0.0,1845.0,13.7,9.019,,0.079,3.918,,,,,,,N,N,1.24308
  8008 (1988 TQ4),2.782598217,0.080395552,,1.347264341,128.2084743,256.6520222,2.558889698,3.006306735,4.64177362,16412.0,0.0,2072.0,13.2,12.656,,0.076,12.2,,,,,C,,N,N,1.56211
  8009 Beguin (1989 BA1),2.775379897,0.159248897,,36.49349791,246.5594519,167.1601782,2.33340371,3.217356084,4.623723546,11617.0,0.0,470.0,13.8,5.895,,0.292,,,,,,,,N,N,1.35167
  8010 Bohnhardt (1989 GB1),3.160404714,0.111814913,,5.529349112,222.2162589,254.3626506,2.807024335,3.513785092,5.618524171,24884.0,0.0,1780.0,12.5,16.064,,0.073,,,,,,,,N,N,1.83015
  8011 Saijokeiichi (1989 WG7),2.616944865,0.160308664,,1.651454953,236.3640415,224.9953903,2.197425931,3.036463799,4.233504849,15436.0,0.0,1408.0,14.2,7.006,,0.082,4.499,,,,,,,N,N,1.21482
  8012 (1990 HO3),3.091317466,0.167238852,,2.62588354,69.89730955,357.5975322,2.574329082,3.608305851,5.435301176,23363.0,0.0,1227.0,13.8,8.706,,0.059,,,,,,,,N,N,1.58806
  8013 Gordonmoore (1990 KA),2.199357749,0.431953116,,7.57061187,105.5584872,146.772825,1.249338316,3.149377182,3.261760122,24678.0,0.0,709.0,17.0,2.3,,,8.4,,,,,,,Y,N,0.245525
  8014 (1990 MF),1.746569217,0.455920765,,1.866968682,210.2421542,114.3992807,0.950272043,2.54286639,2.30827158,10462.0,0.0,193.0,18.7,0.7,,,,,,,,,,Y,Y,0.0169721
  8015 (1990 QT2),2.243760888,0.151001793,,0.821211593,27.51120432,36.32474613,1.904948971,2.582572804,3.36103521,16128.0,0.0,1941.0,14.4,3.105,,0.318,,,,,,,,N,N,0.917989
  8016 (1990 QW10),2.271537332,0.157222313,,4.923585929,3.480086168,277.8367855,1.914400979,2.628673684,3.423639436,10437.0,0.0,1705.0,14.2,3.627,,0.147,,,,,,,,N,N,0.905175
  8017 (1990 RM5),2.355259671,0.241243805,,0.688298963,22.16814004,309.594666,1.787067866,2.923451476,3.614651199,17713.0,0.0,1522.0,14.4,3.292,,0.283,,,,,,,,N,N,0.775717
  8018 (1990 SW),2.342201197,0.115357627,,8.485051355,205.6456585,85.02406511,2.072010425,2.61239197,3.584631363,17705.0,0.0,1844.0,13.7,4.252,,0.355,,,,,,,,N,N,1.07645
  8019 Karachkina (1990 TH12),2.368418146,0.148616564,,4.162400884,245.085407,231.2685947,2.016431979,2.720404313,3.644985223,14007.0,0.0,1642.0,14.1,2.963,,0.554,,,,,,,,N,N,1.03613
  8020 Erzgebirge (1990 TV13),2.363068037,0.139380979,,8.435312562,26.53957277,340.1452895,2.033701302,2.692434772,3.632641509,18604.0,0.0,1707.0,13.7,5.195,,0.137,,,,,,,,N,N,1.03438
  8021 Walter (1990 UO2),2.368356491,0.223754881,,23.80193186,236.9228546,162.6594404,1.838425167,2.898287816,3.644842894,29167.0,0.0,1338.0,13.4,6.286,,0.257,4.84,,,,,,,N,N,0.856182
  8022 Scottcrossfield (1990 VD7),2.290531005,0.003181467,,3.416245358,346.5421766,283.9864136,2.283243757,2.297818254,3.466669701,18062.0,0.0,2081.0,13.9,8.328,,0.084,4.003,,,,,,,N,N,1.26894
  8023 Josephwalker (1991 DD),2.435883308,0.134229368,,2.468669907,35.25805229,93.50012889,2.10891623,2.762850387,3.801831997,24765.0,0.0,1535.0,14.3,3.531,,0.325,,,,,,,,N,N,1.12596
  8024 Robertwhite (1991 FN),1.967398186,0.058275885,,20.33632217,8.626502994,161.4274194,1.852746315,2.082050056,2.75960296,9923.0,0.0,990.0,14.9,1.694,,0.975,7.067,,,,,,,N,N,0.859333
  8025 Forrestpeterson (1991 FB4),2.740952443,0.115137282,,4.387634729,352.0503439,262.2693928,2.42536663,3.056538256,4.5379578,16440.0,0.0,1903.0,13.0,6.663,,0.302,4.089,,,,,,,N,N,1.41544
  8026 Johnmckay (1991 JA1),1.925181806,0.07495211,,19.93542756,217.7071609,145.940628,1.780885368,2.069478244,2.671257936,10660.0,0.0,1089.0,14.9,1.69,,0.815,372.0,,,,,,,N,N,0.799552
  8027 Robertrushworth (1991 PB12),3.194107673,0.164972676,,7.677621715,256.3284609,24.10108082,2.667167183,3.721048164,5.708638346,16436.0,0.0,1965.0,12.4,20.111,,0.063,,,,,,,,N,N,1.65246
  8028 Joeengle (1991 QE),3.118948384,0.208098186,,23.31500121,21.90019502,310.2353522,2.469900883,3.767995884,5.50833676,13839.0,0.0,1443.0,12.2,19.123,,0.058,9.1,,,,,,,N,N,1.52074
  8029 Miltthompson (1991 RR30),3.146535093,0.131303851,,6.537230576,24.48558494,23.01426665,2.733382918,3.559687267,5.581578946,16030.0,0.0,1746.0,12.6,15.683,,0.075,,,,,,,,N,N,1.74387
  8030 Williamknight (1991 SK),3.236840282,0.069848513,,7.205636514,10.89657332,323.406015,3.010751803,3.462928761,5.823580826,14089.0,0.0,2096.0,11.9,20.579,,0.049,,,,,,,,N,N,2.0044
  8031 Williamdana (1992 ER),2.293291728,0.062819714,,7.603899614,6.24368862,115.6753324,2.149227798,2.437355658,3.472939031,23760.0,0.0,1630.0,13.8,,,,,,,,,,,N,N,1.17665
  8032 Michaeladams (1992 ES1),2.386847187,0.175337927,,9.161242593,35.75302116,217.0302995,1.968342349,2.805352026,3.687611197,18060.0,0.0,1556.0,13.9,9.05,,0.054,,,,,,,,N,N,0.962967
  8033 (1992 FY1),2.343237724,0.074781061,,8.792518606,49.63369287,83.24231767,2.168007922,2.518467526,3.58701116,15612.0,0.0,1894.0,13.3,6.139,,0.185,10.099,,,,,,,N,N,1.20362
  8034 Akka (1992 LR),1.829903168,0.409270415,,2.024379641,232.874148,68.15815259,1.080977939,2.578828397,2.475428381,9815.0,0.0,603.0,17.8,,,,7.283,,,,,,,Y,N,0.0730419
  8035 (1992 TB),1.342034365,0.462344257,,28.30490396,185.6398551,6.064912028,0.721552484,1.962516247,1.55472527,9476.0,0.0,643.0,17.1,,,,,,,,,,,Y,N,0.272469
  8036 Maehara (1992 UG4),3.010989475,0.155928379,,6.759505211,61.61396082,274.5853397,2.541490768,3.480488183,5.224828726,17331.0,0.0,1782.0,12.8,15.418,,0.062,,,,,,,,N,N,1.54263
  8037 (1993 HO1),1.986412007,0.418130744,,5.906531575,22.43417459,105.7175433,1.155832076,2.816991939,2.799704529,14779.0,0.0,1208.0,16.4,,,,12.98,,,,,,,Y,N,0.200446
  8038 (1993 JG),2.216355222,0.152519328,,9.061921782,58.64512474,252.6641212,1.878318214,2.55439223,3.299645268,12120.0,0.0,1727.0,14.3,4.406,,0.229,,,,,,,,N,N,0.886801
  8039 Grandprism (1993 RB16),2.415793894,0.149984215,,2.886329092,9.669117158,103.1173192,2.053462943,2.778124845,3.754896937,14418.0,0.0,799.0,15.5,2.508,,0.177,,,,,,,,N,N,1.07253
  8040 Utsumikazuhiko (1993 SY3),2.54787388,0.173095394,,5.894899963,207.5475903,194.2863976,2.106848646,2.988899114,4.067008613,23390.0,0.0,1915.0,13.8,,,,,,,,,,,N,N,1.1151
  8041 Masumoto (1993 VR2),2.624982667,0.185853299,,11.45079953,247.597689,106.4029074,2.137120978,3.112844355,4.253024282,21615.0,0.0,2104.0,12.5,8.955,,0.265,34.0,,,,,,,N,N,1.1659
  8042 (1994 AX2),3.016780893,0.103539144,,11.49789053,295.6750551,260.4839233,2.704425982,3.329135805,5.239910336,12778.0,0.0,1566.0,12.7,8.176,,0.241,8.133,,,,,,,N,N,1.73449
  8043 Fukuhara (1994 XE1),2.332904935,0.097284891,,8.448669354,74.34240446,344.7145277,2.105948533,2.559861337,3.563311299,24468.0,0.0,1451.0,14.1,4.601,,0.23,22.7606,,,,,,,N,N,1.11964
  8044 Tsuchiyama (1994 YT),2.397653237,0.130935194,,2.511673932,281.285739,319.9176815,2.083716045,2.711590428,3.712682079,15134.0,0.0,1866.0,13.8,10.67,,0.043,,,,,,,,N,N,1.07161
  8045 Kamiyama (1995 AW),2.599168877,0.137921409,,11.96553779,295.4044068,248.5149723,2.240687842,2.957649912,4.190443113,25579.0,0.0,1795.0,12.4,11.334,,0.151,,,,,,,,N,N,1.27688
  8046 Ajiki (1995 BU),2.428948832,0.03055192,,22.28717272,130.7135776,345.5837041,2.354739781,2.503157883,3.785608965,10974.0,0.0,1675.0,13.5,5.428,,0.219,,,,,,,,N,N,1.37195
  8047 Akikinoshita (1995 BT3),2.365927099,0.167780795,,3.616920562,157.4163644,250.9690302,1.968969969,2.762884228,3.639236169,14520.0,0.0,1570.0,14.1,5.611,,0.129,,,,,,,,N,N,0.981906
  8048 Andrle (1995 DB1),2.999028938,0.075452629,,10.01925461,30.08863016,59.94510845,2.772744321,3.225313556,5.193727825,18030.0,0.0,1728.0,12.4,11.121,,0.172,,,,,,,,N,N,1.80481
  8049 (1996 FL2),2.899035051,0.034592111,,1.143063712,340.1929898,280.1893619,2.798751308,2.999318794,4.936150603,14767.0,0.0,1955.0,13.0,6.581,,0.309,,,,,,,,N,N,1.78318
  8050 Beishida (1996 ST),2.134027399,0.159953987,,1.856629425,213.5954282,143.278156,1.792681208,2.475373589,3.117512395,17361.0,0.0,1364.0,15.3,2.388,,0.282,,,,,,,,N,N,0.787982
  8051 Pistoria (1997 PP4),2.255655937,0.141676712,,5.529681185,158.0187909,229.5466496,1.936082022,2.575229853,3.387797836,11549.0,0.0,1372.0,14.8,,,,,,,,,,,N,N,0.944491
  8052 Novalis (2093 P-L),3.031336114,0.04875241,,9.023813891,213.6482324,71.52398674,2.883551173,3.179121055,5.277877945,21532.0,0.0,1621.0,12.9,9.479,,0.124,,,,,,,,N,N,1.88328
  8053 Kleist (4082 P-L),2.385298161,0.161288416,,1.572973638,322.7555329,262.4551975,2.0005772,2.770019122,3.684021977,21168.0,0.0,1917.0,13.7,5.033,,0.253,4.172,,,,,,,N,N,0.992145
  8054 Brentano (4581 P-L),2.237410558,0.126535598,,2.821789941,54.59186525,334.357786,1.954298475,2.520522641,3.346776625,21413.0,0.0,1935.0,14.3,4.205,,0.209,623.77,,,,,,,N,N,0.959039
  8055 Arnim (5004 P-L),3.0390153,0.218175928,,11.02965194,208.5684887,123.0097563,2.375975316,3.702055284,5.297946057,21318.0,0.0,1605.0,12.9,8.361,,0.159,,,,,,,,N,N,1.38707
  8056 Tieck (6038 P-L),2.562998569,0.207678896,,6.985196446,357.9745217,58.70759785,2.030717856,3.095279281,4.103276167,24298.0,0.0,1729.0,13.8,4.716,,0.263,,,,,,,,N,N,1.05191
  8057 Hofmannsthal (4034 T-1),2.854009162,0.034594836,,4.401412493,158.6493727,107.7022908,2.755275183,2.952743141,4.821600758,25370.0,0.0,1968.0,13.3,8.151,,0.168,5.65,,,,,,,N,N,1.74298
  8058 Zuckmayer (3241 T-3),2.241918316,0.212393581,,2.321799411,37.03186057,341.6276958,1.765749256,2.718087376,3.356895948,15152.0,0.0,1526.0,15.1,5.011,,0.077,4.8,,,,,,,N,N,0.7673
  8059 Deliyannis (1957 JP),2.637477973,0.136531263,,14.09082917,54.25777507,211.8829787,2.277379773,2.997576173,4.28342793,22794.0,0.0,2121.0,11.9,11.985,,0.235,6.004,,,,,,,N,N,1.2736
  8060 Anius (1973 SD1),5.19519713,0.09154502,,7.082982612,6.333072273,33.33538403,4.719602706,5.670791554,11.84162352,16792.0,0.0,1271.0,10.8,37.873,,0.059,,,,,,,,N,N,3.72938
  8061 Gaudium (1975 UF),3.188773779,0.176461139,,2.242441449,114.8960666,267.8205135,2.626079124,3.751468434,5.69434489,15602.0,0.0,1327.0,13.3,9.454,,0.104,,,,,,,,N,N,1.62987
  8062 Okhotsymskij (1977 EZ),2.38586856,0.101047331,,12.52284432,329.1942533,156.0216796,2.144782911,2.626954209,3.685343503,33092.0,0.0,1535.0,12.8,14.405,,0.076,5.282,,,,,,,N,N,1.16472
  8063 Cristinathomas (1977 XP2),2.946767684,0.054356108,,2.633896855,144.9282546,146.1217267,2.78659286,3.106942508,5.058561682,15141.0,0.0,1953.0,13.3,5.264,,0.334,,,,,,,,N,N,1.77021
  8064 Lisitsa (1978 RR),2.784297678,0.207259417,,7.557775967,3.215982672,285.6705702,2.207225764,3.361369592,4.646026687,14955.0,0.0,1906.0,13.2,15.165,,0.044,,,,,,,,N,N,1.20529
  8065 Nakhodkin (1979 FD3),2.236095809,0.124598971,,2.950965311,126.7347791,99.73722001,1.957480572,2.514711047,3.343827104,23960.0,0.0,2139.0,14.2,3.393,,0.292,,,,,,,,N,N,0.950477
  8066 Poldimeri (1980 PB2),3.189067524,0.097377543,,10.49698841,189.8822626,108.6030987,2.878523964,3.499611084,5.695131739,23095.0,0.0,1538.0,12.6,20.473,,0.037,,,,,,,,N,N,1.88524
  8067 Helfenstein (1980 RU),2.575848,0.143936278,,15.34004844,344.6714784,30.30588423,2.205090027,2.946605973,4.134172084,23770.0,0.0,1791.0,12.7,23.0,,0.0253,,,,,,,,N,N,1.2144
  8068 Vishnureddy (1981 EQ28),2.756842797,0.198236076,,3.387761039,157.1766295,258.8789403,2.210337098,3.303348496,4.577477365,14073.0,0.0,1595.0,13.5,5.229,,0.282,,,,,,,,N,N,1.22472
  8069 Benweiss (1981 EF30),2.341813612,0.065813016,,6.092108906,162.3636273,332.6111184,2.187691796,2.495935428,3.583741628,24504.0,0.0,1967.0,14.0,5.812,,0.293,,,,,,,,N,N,1.20332
  8070 DeMeo (1981 EM30),2.762241551,0.248614613,,2.640805783,137.316355,235.72866,2.075507938,3.448975165,4.590930129,14913.0,0.0,1428.0,14.0,8.051,,0.082,,,,,,,,N,N,1.07655
  8071 Simonelli (1981 GO),2.34143097,0.061668721,,3.350176949,160.9927175,354.0798102,2.197037917,2.485824024,3.582863313,23374.0,0.0,1797.0,14.2,8.097,,0.047,,,,,,,,N,N,1.20701
  8072 Yojikondo (1981 GO1),2.384809719,0.146249585,,2.567231897,11.97301468,162.7616923,2.036032288,2.733587151,3.682890459,23554.0,0.0,1524.0,14.4,3.624,,0.256,,,,,,,,N,N,1.04129
  8073 Johnharmon (1982 BS),2.592315318,0.168501574,,12.73151427,296.1607527,119.282694,2.155506106,3.029124529,4.173879832,24160.0,0.0,1635.0,12.9,6.498,,0.317,,,,,,,,N,N,1.19943
  8074 Slade (1984 WC2),2.786373103,0.149434022,,7.732321271,270.9350708,141.8436577,2.369994164,3.202752041,4.6512224,24745.0,0.0,1499.0,13.3,4.62,,0.292,,,,,,,,N,N,1.38683
  8075 Roero (1985 PE),3.202367185,0.206442526,,11.53841858,154.2455346,218.8151826,2.541262415,3.863471955,5.730795254,12453.0,0.0,1512.0,13.0,12.667,,0.084,,,,,,,,N,N,1.55149
  8076 Foscarini (1985 RV4),3.204431381,0.176721503,,0.28407355,7.733349499,336.0852462,2.63813945,3.770723313,5.736337119,20864.0,0.0,2082.0,12.8,13.343,,0.069,,,,,,,,N,N,1.62958
  8077 Hoyle (1986 AW2),2.630461578,0.214951699,,17.26215308,135.7523141,35.07635665,2.065039392,3.195883764,4.266346712,23525.0,0.0,1825.0,12.9,,,,2.7454,,,,,,,N,N,1.095
  8078 Carolejordan (1986 RS2),2.421954569,0.216202183,,4.185875286,179.6502186,188.1328223,1.898322704,2.945586435,3.769269506,23914.0,0.0,1685.0,14.2,3.37,,0.47,,,,,,,,N,N,0.896462
  8079 Bernardlovell (1986 XF1),2.373554638,0.193148488,,2.549105211,287.110074,94.91844066,1.91510615,2.832003127,3.656849209,23527.0,0.0,1880.0,13.7,,,,,,,,,,,N,N,0.919454
  8080 Intel (1987 WU2),2.858029301,0.286609167,,9.427872203,306.2831849,59.77010341,2.038891903,3.677166699,4.831791858,22177.0,0.0,1418.0,13.0,7.841,,0.199,3.54,,,,,,,N,N,1.05465
  8081 Leopardi (1988 DD),2.323322518,0.171326861,,12.27671927,132.0624609,28.4986523,1.925274963,2.721370073,3.541379384,11307.0,0.0,1315.0,14.3,8.405,,0.06,,,,,,,,N,N,0.944343
  8082 Haynes (1988 NR),2.618454419,0.149481747,,13.57484754,259.6831543,87.09488014,2.227043277,3.009865561,4.237168448,11169.0,0.0,1691.0,13.2,8.159,,0.184,,,,,,,,N,N,1.26876
  8083 Mayeda (1988 VB),2.792161333,0.233324985,,8.987712717,43.74391446,330.7808983,2.140680332,3.443642335,4.665723145,16251.0,0.0,1530.0,13.4,11.787,,0.066,,,,,,,,N,N,1.14673
  8084 Dallas (1989 CL1),3.062622079,0.22114868,,2.149351577,72.35871197,78.55858136,2.38532725,3.739916909,5.359796688,16682.0,0.0,1689.0,12.9,13.102,,0.043,,,,,,,,N,N,1.39794
  8085 (1989 CD8),3.012078278,0.112042641,,9.341329123,262.5943287,136.4010232,2.674597073,3.349559482,5.227663004,13225.0,0.0,1666.0,12.3,12.16,,0.173,7.75,,,,,,,N,N,1.69203
  8086 Peterthomas (1989 RB6),3.950173539,0.210031083,,12.13924103,28.70962227,288.3440325,3.120514312,4.779832767,7.851135369,23106.0,0.0,1583.0,11.6,25.629,,0.074,8.118,,,,,,,N,N,2.13635
  8087 Kazutaka (1989 WA2),2.566950764,0.146671669,,16.2721236,71.75592774,315.8517314,2.190451811,2.943449717,4.112770826,10786.0,0.0,1702.0,12.3,11.044,,0.209,,,,,,,,N,N,1.22447
  8088 Australia (1990 SL27),2.288621528,0.152317949,,3.524453382,169.1611083,210.4702572,1.940023391,2.637219664,3.462335674,13009.0,0.0,2049.0,14.1,4.07,,0.268,,,,,,,,N,N,0.942256
  8089 Yukar (1990 TW7),2.353421203,0.223683388,,6.04283376,35.82458946,26.10921058,1.826999976,2.87984243,3.61041974,14604.0,0.0,1039.0,15.0,5.686,,0.031,,,,,,,,N,N,0.841518
  8090 (1991 RO23),3.177055344,0.126303903,,15.9099201,7.854988354,355.2711517,2.775780855,3.578329834,5.662984497,17325.0,0.0,1531.0,12.4,13.71,,0.149,,,,,,,,N,N,1.77331
  8091 (1992 BG),2.330367633,0.151966222,,9.898945399,146.8935749,58.40171718,1.976230467,2.684504799,3.557499614,12297.0,0.0,1719.0,13.8,9.59,,0.037,8.563,,,,,,,N,N,0.994535
  8092 (1992 DC10),2.318232384,0.071980807,,3.674921968,261.7349049,96.81275454,2.151364147,2.485100621,3.529747625,15412.0,0.0,1985.0,13.6,5.28,,0.252,,,,,,,,N,N,1.15012
  8093 (1992 UZ2),2.897941799,0.074276731,,3.123725623,69.99526431,337.3034371,2.682692156,3.113191441,4.933358665,23396.0,0.0,1867.0,13.4,6.54,,0.261,,,,,,,,N,N,1.69225
  8094 (1992 UG3),2.896268061,0.071511721,,2.567741213,151.6804504,248.4223853,2.689150948,3.103385173,4.92908531,11522.0,0.0,2111.0,13.1,6.351,,0.253,,,,,,,,N,N,1.69754
  8095 (1992 WS2),3.148472145,0.163988939,,1.109417163,23.25278828,277.2518928,2.632157539,3.664786751,5.58673389,15913.0,0.0,2067.0,12.7,15.353,,0.119,,,,,,,,N,N,1.61614
  8096 Emilezola (1993 OW3),2.393156414,0.219247415,,3.220221548,127.3327806,201.5370824,1.868463057,2.917849771,3.702242218,15527.0,0.0,1666.0,13.8,4.877,,0.246,,,,,,,,N,N,0.856756
  8097 Yamanishi (1993 RE),2.435108814,0.16598173,,1.729406753,256.2969621,147.3777152,2.030925241,2.839292388,3.800018941,13284.0,0.0,1554.0,14.0,,,,,,,,,,,N,N,1.03958
  8098 Miyamotoatsushi (1993 SH2),2.437373469,0.196501803,,3.270666672,355.6778289,49.37267534,1.958425189,2.916321749,3.805321208,15943.0,0.0,1253.0,14.6,6.886,,0.059,5.24,,,,,,,N,N,0.968886
  8099 (1993 TE),2.540925949,0.27718679,,8.744969919,191.9977272,162.7967903,1.836614843,3.245237055,4.050384151,12167.0,0.0,1533.0,14.4,,,,,,,,,,,N,N,0.833642
  8100 Nobeyama (1993 XF),2.760645048,0.083231509,,3.304705737,115.048438,268.9759882,2.530872396,2.9904177,4.586950548,14521.0,0.0,1867.0,13.1,6.671,,0.25,,,,,,,,N,N,1.53616
  8101 Yasue (1993 XK1),2.8759588,0.059351857,,3.402111134,74.95670982,317.5832516,2.705265305,3.046652295,4.877330581,23513.0,0.0,1654.0,13.8,5.035,,0.277,,,,,,,,N,N,1.71168
  8102 Yoshikazu (1994 AQ2),2.836367627,0.029224943,,3.264564266,108.9081608,329.4430482,2.753474944,2.919260309,4.77696415,14771.0,0.0,1616.0,13.5,5.381,,0.292,3.34,,,,,,,N,N,1.7694
  8103 Fermi (1994 BE),2.973240717,0.038225422,,6.870411764,185.4126749,62.7395131,2.859587336,3.086894099,5.126881857,9203.0,0.0,1395.0,13.5,9.285,,0.082,5.262,,,,,,,N,N,1.85463
  8104 Kumamori (1994 BW4),3.028413033,0.08032992,,9.507424162,303.9815996,345.4943825,2.785140857,3.271685208,5.270245693,11397.0,0.0,1637.0,12.9,,,,,,,,,,,N,N,1.76941
  8105 (1994 WH2),2.268709808,0.085198879,,5.107649802,156.5190883,292.8125893,2.075418276,2.46200134,3.417249001,11517.0,0.0,1705.0,13.9,,,,,,,,,,,N,N,1.09823
  8106 Carpino (1994 YB),2.411997716,0.217571229,,9.702573918,296.1275681,296.3086264,1.887216409,2.936779024,3.746049749,11008.0,0.0,1668.0,13.7,11.82,,0.045,,,,,,,,N,N,0.898977
  8107 (1995 BR4),2.239825534,0.093463852,,7.138492577,146.8651545,340.9854504,2.030482813,2.449168255,3.352196661,17267.0,0.0,2016.0,13.8,4.569,,0.307,6.9785,,,,,,,N,N,1.04689
  8108 Wieland (1995 BC16),2.368967045,0.123424743,,6.743259963,314.371413,7.224059088,2.076577897,2.661356193,3.646252426,13020.0,0.0,1672.0,13.8,4.509,,0.218,,,,,,,,N,N,1.06308
  8109 Danielwilliam (1995 DU1),2.321140916,0.190481354,,24.70232217,113.9755612,21.3214825,1.879006852,2.76327498,3.536392518,23087.0,0.0,1078.0,14.1,4.543,,0.196,789.979,,,,,,,N,N,0.906369
